zone,station_id,name,latitude,longitude,address,neighborhood,postal_code,capacity,bikes_available,bikes_unavailable,docks_available,docks_unavailable
Guadalajara,2,(GDL-001) C. Epigmenio Glez./ Av. 16 de Sept.,20.666378,-103.34882,(GDL-001) C. Epigmenio González / Av. 16 de Septiembre *,Mexicaltzingo,44180,15,3,0,12,0
Guadalajara,3,(GDL-002) C. Colonias  / Av.  Niños héroes,20.667228,-103.366,(GDL-002) C. Colonias / Av.  Niños Héroes,Americana,44160,15,4,1,10,0
Guadalajara,4,(GDL-003) C. Vidrio / Av. Chapultepec,20.66769,-103.368252,(GDL-003) C. Vidrio / Av. Chapultepec,Americana,44160,19,0,1,18,0
Guadalajara,5,(GDL-004) C. Ghilardi /C. Miraflores,20.69175,-103.36255,(GDL-004) C. Ghilardi / C. Miraflores *,Santa Teresita,44600,11,8,1,2,0
Guadalajara,6,(GDL-005) C. San Diego /Calzada Independencia,20.681151,-103.338863,(GDL-005) C. San Diego / Calz. Independencia *,El Retiro,44280,11,11,0,0,0
Guadalajara,8,(GDL-006) C. Venustiano Carranza /C. Reforma,20.6807519,-103.3443801,(GDL-006) C. Venustiano Carranza / C. Reforma *,El Retiro,44280,11,11,0,0,0
Guadalajara,9,(GDL-007)C. Epigmenio Glez./Av. Cristobal C.,20.666771,-103.350562,(GDL-007) C. Epigmenio González / Av. Cristóbal Colón,Mexicaltzingo,44180,15,14,1,0,0
Guadalajara,10,(GDL-008) C. J. Angulo / C. González Ortega,20.681871,-103.350396,(GDL-008) C. Joaquín Angulo / C. González Ortega *,Guadalajara Centro,44100,15,13,0,2,0
Guadalajara,11,(GDL-009) Calz. Federalismo/ C. J. Angulo,20.681984,-103.353835,(GDL-009) Calz. Federalismo / C. Joaquín Angulo *,Artesanos,44200,23,12,1,10,0
Guadalajara,12,(GDL-010) C. Cruz verde / C. Joaquin Angulo,20.681786,-103.357267,(GDL-010) C. Cruz Verde / C. Joaquín Angulo *,El Santuario,44200,15,7,0,8,0
Guadalajara,13,(GDL-011) C. Garibaldi / C. Frías,20.681081,-103.360099,(GDL-011) C. Garibaldi / C. Frías *,Sagrada Familia,44200,11,3,0,8,1
Guadalajara,14,(GDL-012) C. Joaquín Angulo / C. Ghilardi,20.681989,-103.36292,(GDL-012) C. Joaquín Angulo / C. Ghilardi*,Capilla de Jesús,44200,11,4,0,7,0
Guadalajara,15,(GDL-013) C. Vidrio  / C. Marsella,20.667623,-103.370499,(GDL-013) C. Vidrio  / C. Marsella,Obrera Centro,44140,11,0,1,10,0
Guadalajara,16,(GDL-014)C. J. Angulo/C. José Clemente Orozco,20.682059,-103.365969,(GDL-014) C. Joaquín Angulo / C. J. Clemente Orozco *,Villaseñor,44600,19,8,3,8,0
Guadalajara,17,(GDL-015) C. Herrera y Cairo /C. Pedro Buzeta,20.683191,-103.369349,(GDL-015) C. Herrera y Cairo / C. Pedro Buzeta *,Santa Teresita,44600,15,7,1,7,0
Guadalajara,18,(GDL-016)C. Bernardo de Balbuena/C. J. Angulo,20.682007,-103.372642,(GDL-016) C. Bernardo de Balbuena / C. Joaquín Angulo*,Santa Teresita,44600,15,9,0,6,0
Guadalajara,19,(GDL-017) Av. México /C. Bernardo de Balbuena,20.679086,-103.372841,(GDL-017) Av. México / C. Bernardo de Balbuena,Villaseñor,44600,15,0,0,15,0
Guadalajara,20,(GDL-018) Av. México / C. Manuel M. Diéguez,20.679296,-103.370658,(GDL-018) Av. México / C. Manuel M. Diéguez,Villaseñor,44600,11,0,0,11,0
Guadalajara,21,(GDL-019)  C. Juan Manuel / C. Andrés Terán,20.678835,-103.368045,(GDL-019) C. Juan Manuel / C. Andrés Terán,Ladrón de Guevara,44600,23,0,1,22,0
Guadalajara,23,(GDL-021) C. Nicolás Romero / C. Reforma,20.67966,-103.362224,(GDL-021) C. Nicolás Romero / C. Reforma*,Guadalajara Centro,44100,15,4,0,11,0
Guadalajara,24,(GDL-022)C. San Felipe /C. Enrique D. de León,20.679389,-103.35913,(GDL-022) C. San Felipe / Av. Enrique Díaz de León *,Guadalajara Centro,44100,15,6,2,7,0
Guadalajara,25,(GDL-023) C. Jesús / C. San Felipe,20.679309,-103.356281,(GDL-023) C. Jesús / C. San Felipe *,Guadalajara Centro,44100,15,11,0,4,0
Guadalajara,26,(GDL-024) Av.  Federalismo / C. Juan Manuel,20.678777,-103.354035,(GDL-024) Calz. Federalismo / C. Juan Manuel*,Guadalajara Centro,44100,15,10,4,1,0
Guadalajara,27,(GDL-025) C. Reforma / C. González Ortega,20.680227,-103.350146,(GDL-025) C. Reforma / C. González Ortega *,Guadalajara Centro,44100,15,8,0,7,0
Guadalajara,28,(GDL-026) C. Pedro Loza / C. Reforma,20.680478,-103.348377,(GDL-026) C. Pedro Loza / C. Reforma,Guadalajara Centro,44100,15,1,3,11,0
Guadalajara,29,(GDL-027) C. Belén / C. San Felipe,20.679861,-103.345198,(GDL-027) C. Belén / C. San Felipe *,Guadalajara Centro,44100,11,4,1,6,0
Guadalajara,30,(GDL-028) C. Gregorio Dávila /C. Manuel Acuña,20.684187,-103.36113,(GDL-028) C. Gregorio Dávila / C. Manuel Acuña *,Artesanos,44200,11,8,0,3,0
Guadalajara,31,(GDL-029)Calz. Indep. /C. Juan Manuel,20.679505,-103.339753,(GDL-029) Calz. Independencia / C. Juan Manuel,Guadalajara Centro,44100,15,13,2,0,0
Guadalajara,32,(GDL-030) C. Pedro Moreno/ C. Progreso,20.675461,-103.367501,(GDL-030) C. Pedro Moreno / C. Progreso,Americana,44160,19,0,1,18,0
Guadalajara,33,(GDL-031) C. Hospital / C. Andrés Terán,20.685652,-103.368215,(GDL-031) C. Hospital / C. Andrés Terán *,Ladrón de Guevara,44600,11,6,0,5,0
Guadalajara,34,(GDL-032) C. Degollado / Av. Hidalgo,20.6772627,-103.344908,(GDL-032) C. Degollado / Av. Hidalgo,Guadalajara Centro,44100,15,8,0,7,0
Guadalajara,35,(GDL-033) Av. Hidalgo / C. Pedro Loza,20.677419,-103.347983,(GDL-033) Av. Hidalgo / C. Pedro Loza,Guadalajara Centro,44100,15,9,0,6,0
Guadalajara,36,(GDL-034) C. Morelos / C. Donato Guerra,20.676461,-103.350244,(GDL-034) C. Morelos / C. Donato Guerra,Guadalajara Centro,44100,15,6,0,9,0
Guadalajara,37,(GDL-035)C. Mezquitán / Av. Hidalgo,20.677315,-103.3534145,(GDL-035) C. Mezquitán / Av. Hidalgo,Guadalajara Centro,44100,11,3,0,8,0
Guadalajara,38,(GDL-036) C. Marcos Castellanos/ C. Morelos,20.676078,-103.356458,(GDL-036) C. Marcos Castellanos / C. Morelos,Americana,44160,23,17,0,6,0
Guadalajara,39,(GDL-037) C.Juan N. Cumplido /C. Independenci,20.678034,-103.358466,(GDL-037) C. Juan N. Cumplido / C. Independencia,Guadalajara Centro,44100,15,7,3,5,0
Guadalajara,40,(GDL-038) C. Nicolás Romero / Av. Hidalgo,20.676656,-103.362331,(GDL-038) C. Nicolás Romero / Av. Hidalgo,Guadalajara Centro,44100,15,6,1,8,0
Guadalajara,41,(GDL-039) C. General Coronado / Av. Hidalgo,20.677108,-103.365088,(GDL-039) C. General Coronado / Av. Hidalgo,Guadalajara Centro,44100,15,2,0,13,0
Guadalajara,42,(GDL-040) C. Morelos / C. Progreso,20.676067,-103.367049,(GDL-040) C. Morelos / C. Progreso,Ladrón de Guevara,44600,19,0,1,18,0
Guadalajara,43,(GDL-041) C. Manuel M. Diéguez / Av. Hidalgo,20.67671,-103.37066,(GDL-041) C. Manuel M. Diéguez / Av. Hidalgo,Santa Teresita,44600,15,0,1,14,0
Guadalajara,44,(GDL-042) C. Bernardo de Balbuena /Av Hidalgo,20.676628,-103.372687,(GDL-042) C. Bernardo de Balbuena / Av. Hidalgo *,Santa Teresita,44600,15,2,0,13,0
Guadalajara,45,(GDL-043) C. Simón Bolivar / C. López Cotilla,20.673756,-103.372613,(GDL-043) C. Simón Bolivar / C. López Cotilla,Americana,44160,11,0,0,11,0
Guadalajara,46,(GDL-044)C. Gral. San Martín /Av.  Vallarta,20.674636,-103.371639,(GDL-044) C. Gral. San Martin /Av. Vallarta,Americana,44160,19,0,0,19,0
Guadalajara,47,(GDL-045) C. Pedro Moreno / C. Marsella,20.675444,-103.370147,(GDL-045) C. Pedro Moreno / C. Marsella,Americana,44160,19,2,1,16,0
Guadalajara,48,(GDL-046) C. Emerson / Av. Vallarta,20.675014,-103.365025,(GDL-046) C. Emerson / Av. Vallarta,Americana,44160,11,0,1,10,0
Guadalajara,49,(GDL-047) C. Robles Gil / Av. Vallarta,20.674931,-103.362351,(GDL-047) C. Robles Gil / Av. Vallarta,Americana,44160,15,7,1,7,0
Guadalajara,50,(GDL-048) C. Constancio Hernández/ Av. Juaréz,20.674721,-103.358548,(GDL-048) C. Constancio Hernández A. / Av. Juárez,Americana,44160,23,5,2,16,1
Guadalajara,51,(GDL-049) Lopez Cotilla/ Marcos Castellanos,20.6740865,-103.3563196,(GDL-049) C. López Cotilla/ C. Marcos Castellanos,Guadalajara Centro,44100,33,29,0,4,1
Guadalajara,52,(GDL-050) C. Pedro Moreno / Calz. Federalismo,20.675746,-103.354579,(GDL-050) C. Pedro Moreno / Calz. Federalismo,Guadalajara Centro,44100,23,8,4,11,0
Guadalajara,53,(GDL-051) C. 8 de Julio / Av. Juárez,20.674559,-103.352663,(GDL-051) C. 8 de Julio / Av. Juárez,Guadalajara Centro,44100,15,4,0,11,0
Guadalajara,54,(GDL-052) Av. Juárez / Av. 16 de Septiembre,20.675244,-103.347889,(GDL-052) Av. Juárez / Av. 16 de Septiembre,Guadalajara Centro,44100,23,9,1,13,0
Guadalajara,55,(GDL-053) C. Maestranza / Av. Juárez,20.675401,-103.345665,(GDL-053) C. Maestranza / Av. Juárez,Guadalajara Centro,44100,15,10,0,5,0
Guadalajara,56,(GDL-054) Av. Juárez / Calz. Independencia,20.675421,-103.342049,(GDL-054) Av. Juárez / Calz. Independencia,Guadalajara Centro,44100,27,27,0,0,0
Guadalajara,57,(GDL-055) C. Degollado /C.Prisciliano Sánchez,20.672696,-103.345366,(GDL-055) C. Degollado / C.Prisciliano Sánchez,Guadalajara Centro,44100,15,8,0,7,0
Guadalajara,58,(GDL-056) Av. 16 de Sept. / C. Miguel Blanco,20.671971,-103.347422,(GDL-056) Av. 16 de Septiembre / C. Miguel Blanco,Guadalajara Centro,44100,19,14,0,5,0
Guadalajara,59,(GDL-057) C. Ocampo / C. Prisciliano Sánchez,20.672516,-103.349573,(GDL-057) C. Ocampo / C. Prisciliano Sánchez,Guadalajara Centro,44100,11,10,0,1,0
Guadalajara,60,(GDL-058) C. Pavo / C. Prisciliano Sánchez,20.672641,-103.353542,(GDL-058) C. Pavo / C. Prisciliano Sánchez *,Guadalajara Centro,44100,11,5,0,6,0
Guadalajara,61,(GDL-059) C. Miguel Blanco / C. Penitenciaria,20.672231,-103.355508,(GDL-059) C. Miguel Blanco / C. Penitenciaria,Americana,44160,15,9,0,6,0
Guadalajara,62,(GDL-060) C. Madero/ C. Camarena,20.6734,-103.357684,(GDL-060) C. Madero/ C. Camarena,Americana,44160,23,7,1,15,0
Guadalajara,63,(GDL-061) C. Libertad /  C. Argentina,20.671778,-103.361274,(GDL-061) C. Libertad /  C. Argentina,Americana,44160,19,7,3,9,0
Guadalajara,64,(GDL-062) C. Libertad / C. Moscú,20.673072,-103.365055,(GDL-062) C. Libertad / C. Moscú,Americana,44160,15,2,0,13,0
Guadalajara,65,(GDL-063) C. Colonias  / C. López Cotilla,20.674132,-103.366139,(GDL-063) C. Colonias  / C. López Cotilla,Americana,44160,27,6,1,20,0
Guadalajara,66,(GDL-064) C. Marsella / C. López Cotilla,20.673321,-103.370571,(GDL-064) C. Marsella / C. López Cotilla,Americana,44160,19,0,0,19,0
Guadalajara,67,(GDL-065) C. Simón Bolivar / Av. La Paz,20.6722064,-103.372588,(GDL-065) C. Simón Bolivar / Av. La Paz,Americana,44160,19,2,0,17,0
Guadalajara,68,(GDL-066) C Lerdo de Tejada/C Gral. Sn Martín,20.671364,-103.371786,(GDL-066) C. Lerdo de Tejada / C. Gral. San Martin,Americana,44160,15,3,0,12,0
Guadalajara,69,(GDL-067) Calzada Federalismo / C. Vidrio,20.6668825,-103.3555917,(GDL-067) Calz. Federalismo / C. Vidrio *,Americana,44160,19,18,1,0,0
Guadalajara,70,(GDL-068) C. Guadalupe Zuno / Av. Chapultepec,20.670512,-103.368306,(GDL-068) C. Guadalupe Zuno / Av. Chapultepec,Americana,44160,19,1,0,18,0
Guadalajara,71,(GDL-069) C. Colonias / C. Guadalupe Zuno,20.670468,-103.366071,(GDL-069) C. Colonias / C. Guadalupe Zuno,Americana,44160,15,7,0,8,0
Guadalajara,72,(GDL-070) Av. La  Paz / C. Juan de Ojeda,20.671455,-103.363633,(GDL-070) Av. La  Paz / C. Juan de Ojeda,Americana,44160,11,5,0,6,0
Guadalajara,73,(GDL-071) Av. La Paz /Av.Enrique Díaz de León,20.670362,-103.359537,(GDL-071) Av. La Paz / Av. Enrique Díaz de León,Americana,44160,15,2,1,12,0
Guadalajara,74,(GDL-072) Av. La Paz / C. Camarena,20.67056,-103.357589,(GDL-072) Av. La Paz / C. Camarena *,Americana,44160,15,11,2,2,0
Guadalajara,75,(GDL-073) Av. La Paz / Av. Federalismo,20.669955,-103.355032,(GDL-073) Av. La Paz / Calz. Federalismo,Americana,44160,19,13,1,5,0
Guadalajara,76,(GDL-074) C. Enrique González / C. Libertad,20.67131,-103.351651,(GDL-074) C. E. González Martínez / C. Libertad *,Guadalajara Centro,44100,11,9,1,1,0
Guadalajara,77,(GDL-075) C. Pedro Rioseco /C. Nueva Galicia,20.669628,-103.348768,(GDL-075) C. Pedro Rioseco / C. Nueva Galicia,Guadalajara Centro,44100,11,5,0,6,0
Guadalajara,78,(GDL-076) C. Ramón Corona / C. Libertad,20.670243,-103.346195,(GDL-076) C. Ramón Corona / C. Libertad,Guadalajara Centro,44100,15,10,0,5,0
Guadalajara,79,(GDL-077) C. Argentina / C. Pedro Moreno,20.675631,-103.36134,(GDL-077) C. Argentina / C. Pedro Moreno,Americana,44160,15,6,1,8,0
Guadalajara,80,(GDL-078) C. Comercio / C. La Paz,20.667946,-103.346775,(GDL-078) C. Comercio / Av. La Paz,Guadalajara Centro,44100,15,3,0,12,0
Guadalajara,81,(GDL-079)  C. Donato Guerra /Av. La Paz,20.6688627,-103.35130221,(GDL-079) C. Donato Guerra /Av. La Paz *,Mexicaltzingo,44180,11,8,0,3,0
Guadalajara,82,(GDL-080) C. Manuel Acuña / Av. Américas,20.68432,-103.373252,(GDL-080) C. Manuel Acuña / Av. Américas *,Villaseñor,44600,19,5,0,14,0
Guadalajara,83,(GDL-081) C. Venezuela / Av. Niños Héroes,20.667352,-103.363338,(GDL-081) C. Venezuela / Av. Niños Héroes,Americana,44160,11,1,0,10,0
Guadalajara,84,(GDL-082)C. Gdpe. Montenegro/C.Nuño de Guzman,20.669326,-103.362535,(GDL-082) C. Gdpe. Montenegro/ C. Nuño de Guzman *,Americana,44160,15,3,0,12,0
Guadalajara,85,(GDL-083) C. Vidrio / Av. Enrique Díaz,20.667532,-103.3595222,(GDL-083) C. Vidrio / Av. Enrique Díaz de León *,Americana,44160,19,11,0,8,0
Guadalajara,86,(GDL-084) C. Montenegro / Av. Chapultepec,20.669306,-103.368312,(GDL-084) C. Montenegro / Av. Chapultepec,Americana,44160,23,0,3,20,0
Guadalajara,87,(GDL-085)C. Gdpe. Zuno/ Av.  Unión,20.670426,-103.373378,(GDL-085) C. Gdpe. Zuno/ Av.  Unión,Obrera Centro,44140,15,5,0,10,0
Guadalajara,88,(GDL-086) C. Simón Bolivar / Av. Niños Héroes,20.66704,-103.372444,(GDL-086) C. Simón Bolivar / Av. Niños Héroes*,Obrera Centro,44140,15,8,0,7,0
Guadalajara,154,(GDL-087) Av. Américas / Av. López Mateos,20.69493,-103.37333,(GDL-087) Av. Américas / Av. López Mateos,Italia Providencia,44648,15,0,0,15,0
Guadalajara,155,(GDL-088) Av.Plan de San Luis/C. Andrés Teran,20.6972,-103.36773,(GDL-088) Av. Plan de San Luis / C. Andrés Terán *,Lomas Del Country,44610,15,6,0,9,0
Guadalajara,156,(GDL-089) C. Juan Álvarez / C. Cruz Verde,20.68456,-103.35699,(GDL-089) C. Juan Álvarez / C. Cruz Verde,Capilla de Jesús,44200,15,6,2,7,0
Guadalajara,157,(GDL-090) Calz. Federalismo / C. Durango,20.69865,-103.35519,(GDL-090) Calz. Federalismo / C. Durango*,Niños Héroes,44260,19,13,1,5,0
Guadalajara,158,(GDL-091) C. Magisterio /Av. M. Ávila Camacho,20.696097,-103.349382,(GDL-091) C. Magisterio / Av. M. Ávila Camacho *,Observatorio,44266,19,18,1,0,0
Guadalajara,159,(GDL-092) Calz Federalismo / Av Plan San Luis,20.69610588,-103.3549492,(GDL-092) Calz. Federalismo / Av. Plan San Luis *,Niños Héroes,44260,15,15,0,0,0
Guadalajara,160,(GDL-093) C. H Colegio Militar / Av. Américas,20.69311,-103.37298,(GDL-093) C. H. Colegio Militar / Av. Américas,Ayuntamiento,44620,15,0,2,13,0
Guadalajara,161,(GDL-094) C. Manuel Cambre / C. Andrés Teran,20.69324,-103.36757,(GDL-094) C. Manuel Cambre / C. Andrés Terán *,Santa Teresita,44600,15,7,1,7,0
Guadalajara,162,(GDL-095)  C. Mariano Bárcena / Maestros,20.692725,-103.3516,(GDL-095) C. Mariano Bárcena / Av. de los Maestros,Artesanos,44200,19,12,1,6,0
Guadalajara,163,(GDL-096) C. Jesús García / C. González Orte,20.6891,-103.35071,(GDL-096) C. Jesús García / C. González Ortega,Artesanos,44200,19,15,2,2,0
Guadalajara,164,(GDL-097) C. María Vigil / C. Juan N Cumplido,20.68981,-103.3582,(GDL-097) C. María Vigil / C. Juan N. Cumplido *,San Bernardo,44260,19,7,1,11,0
Guadalajara,165,(GDL-098) Calz. Federalismo / Av. Maestros,20.693072,-103.354209,(GDL-098) Calz. Federalismo / Av. de los Maestros*,Sagrada Familia,44200,23,12,4,7,0
Guadalajara,166,(GDL-099) C. Eulogio Parra /C.González Ortega,20.687196,-103.350525,(GDL-099) C. Gral. Eulogio Parra / C. González Ortega *,Guadalajara Centro,44100,11,8,0,3,0
Guadalajara,167,(GDL-100) C. Ayuntamiento/C. A. R. Plasencia,20.69269,-103.37082,(GDL-100) C. Ayuntamiento / C. Alfredo R. Plasencia *,Chapultepec Country,44620,15,1,0,14,0
Guadalajara,168,(GDL-101) C. Amado Nervo /C. José María Vigil,20.68969,-103.37486,(GDL-101) C. Amado Nervo / C. José María Vigil,Villaseñor,44600,15,6,1,8,0
Guadalajara,169,(GDL-102) C. María Vigil/C. Manuel M. Dieguez,20.68985,-103.37071,(GDL-102) C. José María Vigil / C. Manuel M. Dieguez *,Ayuntamiento,44620,11,6,1,4,0
Guadalajara,170,(GDL-103) J. Clemente Orozco /C. Jesús García,20.68861,-103.365814,(GDL-103) C. J. Clemente Orozco / C. Jesús García *,Villaseñor,44600,15,9,0,6,0
Guadalajara,171,(GDL-104) C. Pedro Loza / Av. Manuel Acuña,20.68348,-103.34853,(GDL-104) C. Pedro Loza / Av. Manuel Acuña*,Guadalajara Centro,44100,19,13,0,6,0
Guadalajara,172,(GDL-105) C. Pino Suárez / C. Joaquin Angulo,20.6822,-103.34601,(GDL-105) C. Pino Suárez / C. Joaquín Angulo*,El Retiro,44280,15,13,2,0,0
Guadalajara,173,(GDL-106) C. Juan Álvarez / C. Belén,20.68465,-103.34526,(GDL-106) C. Juan Álvarez / C. Belén*,El Retiro,44280,23,22,1,0,0
Guadalajara,174,(GDL-107) Calz. Federalismo/C. J. María Vigil,20.68981,-103.353973,(GDL-107) Calz. Federalismo / C. José María Vigil *,Sagrada Familia,44200,15,6,0,9,0
Guadalajara,175,(GDL-108) C. Hospital / C. Alameda,20.68586,-103.33964,(GDL-108) C. Hospital / C. Alameda *,El Retiro,44280,11,6,1,4,0
Guadalajara,176,(GDL-109) C. Eulogio Parra / Av. Américas,20.68725,-103.37363,(GDL-109) C. Eulogio Parra / Av. Américas,El Santuario,44200,19,1,0,18,0
Guadalajara,177,(GDL-110) C. Manuel Diéguez/Av. Eulogio Parra,20.68723,-103.37084,(GDL-110) C. Manuel Diéguez / C. Gral. Eulogio Parra *,Villaseñor,44600,11,3,2,6,0
Guadalajara,178,(GDL-111) C. José Palomar / C. Hospital,20.686228,-103.336305,(GDL-111) C. José Palomar / C. Hospital *,El Retiro,44280,15,9,6,0,1
Guadalajara,179,(GDL-112) C. C. Orozco/C. Gral. Eulogio Parra,20.687,-103.36582,(GDL-112) C. J. Clemente Orozco / C. Gral. Eulogio Parra *,Ladrón de Guevara,44600,11,8,1,2,0
Guadalajara,180,(GDL-113) C. Ghilardi / C. Arista,20.6880337,-103.362716,(GDL-113) C. Ghilardi / C. Arista *,Ladrón de Guevara,44600,15,9,2,4,0
Guadalajara,181,(GDL-114) C. Monte Cáucaso / C. Alameda,20.68925,-103.3361,(GDL-114) C. Monte Cáucaso / C. Alameda *,El Retiro,44280,15,13,2,0,0
Guadalajara,182,(GDL-115) Calz. Federalismo / C. Fco. Zarco,20.68605,-103.35408,(GDL-115) Calz. Federalismo / C. Fco. Zarco,Sagrada Familia,44200,15,6,2,7,0
Guadalajara,183,(GDL-116) Av Manuel Acuña/C. Pablo Villaseñor,20.68447,-103.37989,(GDL-116) Av. Manuel Acuña / C. Pablo Villaseñor*,Villaseñor,44600,11,3,0,8,0
Guadalajara,184,(GDL-117) Av Manuel Acuña / C Fray Fco Frejes,20.68427,-103.37653,(GDL-117) Av. Manuel Acuña / C. Fray Fco. Frejes*,Villaseñor,44600,11,1,0,10,0
Guadalajara,185,(GDL-118) C. Antonio de León / C. Garibaldi,20.68168,-103.38197,(GDL-118) C. Antonio de León / C. Garibaldi*,Villaseñor,44600,15,0,0,15,0
Guadalajara,186,(GDL-119) C. Fco Rojas González /C. Garibaldi,20.68153,-103.3785,(GDL-119) C. Fco. Rojas González / C. Garibaldi *,Villaseñor,44600,11,1,0,10,0
Guadalajara,187,(GDL-120) C. Agustín de la Rosa /C. Garibaldi,20.68132,-103.37537,(GDL-120) C. Agustín de la Rosa / C. Garibaldi *,Villaseñor,44600,11,0,0,11,0
Guadalajara,188,(GDL-121) C. Tomás V. Gómez / Av. México,20.67914,-103.38253,(GDL-121) C. Tomás V. Gómez / Av. México,Arcos Vallarta,44130,19,0,1,18,0
Guadalajara,189,(GDL-122) C. Fray Luis DePalacio/ Av. México,20.67947,-103.37926,(GDL-122) C. Fray Luis DePalacio/ Av. México*,Santa Teresita,44600,15,0,0,15,0
Guadalajara,190,(GDL-123) C. Aurelio L. Gallardo / Av. México,20.67945,-103.376,(GDL-123) C. Aurelio L. Gallardo / Av. México,Santa Teresita,44600,11,0,0,11,0
Guadalajara,191,(GDL-124) C. Severo Díaz / C. Justo Sierra,20.67741,-103.38387,(GDL-124) C. Severo Díaz / C. Justo Sierra,Arcos Vallarta,44130,15,0,0,15,0
Guadalajara,192,(GDL-125) C. Pablo Villaseñor / Av. Hidalgo,20.67691,-103.37993,(GDL-125) C. Pablo Villaseñor / Av. Hidalgo,Arcos Vallarta,44130,15,0,0,15,0
Guadalajara,193,(GDL-126) C. Aurelio L. Gallardo / Av Hidalgo,20.67647,-103.37606,(GDL-126) C. Aurelio L. Gallardo / Av. Hidalgo,Santa Teresita,44600,11,0,0,11,0
Guadalajara,194,(GDL-127) Av. Vallarta / Av. de Los Arcos,20.67438,-103.38488,(GDL-127) Av. Vallarta / Av. de Los Arcos,Vallarta San Jorge,44690,19,0,0,19,0
Guadalajara,195,(GDL-128) Av. Morelos / C. Emilio Castelar,20.67554,-103.38409,(GDL-128) Av José María Morelos / C. Emilio Castelar,Arcos Vallarta,44130,23,0,0,23,0
Guadalajara,196,(GDL-129) C. Lope de Vega / Av. Vallarta,20.67455,-103.37998,(GDL-129) C. Lope de Vega / Av. Ignacio L. Vallarta,Arcos Vallarta,44130,23,0,1,22,0
Guadalajara,197,(GDL-130) C. J. Ruíz de Alarcón / Av Vallarta,20.67448,-103.37618,(GDL-130) C. J. Ruíz de Alarcón / Av. Vallarta,Americana,44160,15,0,0,15,0
Guadalajara,198,(GDL-131) C. Emilio Castelar / Av. La Paz,20.67206,-103.384,(GDL-131) C. Emilio Castelar / Av. La Paz,Arcos Vallarta,44130,19,0,0,19,0
Guadalajara,199,(GDL-132) C. Lope de Vega / Av. La Paz,20.67207,-103.37997,(GDL-132) C. Lope de Vega / Av. La Paz,Arcos Vallarta,44130,15,0,0,15,0
Guadalajara,200,(GDL-133) C. J. Ruíz de Alarcón / Av. La Paz,20.67189,-103.37608,(GDL-133) C. J. Ruíz de Alarcón / Av. La Paz,Americana,44160,15,0,0,15,0
Guadalajara,201,(GDL-134) C. Agustín Yáñez / C. Fco Ugarte,20.67016,-103.38448,(GDL-134) C. Agustín Yáñez / C. Fco. Ugarte,Vallarta San Jorge,44690,19,0,0,19,0
Guadalajara,202,(GDL-135) C. Victoriano Agüeros / Av. Unión,20.66868,-103.3731,(GDL-135) C. Victoriano Agüeros / Av. Unión*,Obrera Centro,44140,11,2,0,9,0
Guadalajara,203,(GDL-136) C. Lope de Vega/C. Efraín Glez Luna,20.66927,-103.37983,(GDL-136) C. Lope de Vega / C. Efraín Glez. Luna *,Arcos Vallarta,44130,19,0,0,19,0
Guadalajara,204,(GDL-137) C. Ruíz de Alarcón/C. Efraín G Luna,20.66957,-103.37623,(GDL-137) C. Ruíz de Alarcón / C. Efraín Glez. Luna,Lafayette,44150,11,0,0,11,0
Guadalajara,205,(GDL-138) C. de la Nebulosa / C. Placeres,20.66557,-103.39134,(GDL-138) C. de la Nebulosa / C. Placeres*,Jardines del Bosque Centro,44520,15,0,0,15,0
Guadalajara,206,(GDL-139) C. Firmamento / Av. Niños Héroes,20.66667,-103.38863,(GDL-139) C. Firmamento / Av. Niños Héroes,Jardines del Bosque Centro,44520,15,1,0,14,0
Guadalajara,207,(GDL-140) C. Constelación / Av. de los Arcos,20.66816,-103.38488,(GDL-140) C. Constelación / Av. de los Arcos,Jardines del Bosque Centro,44520,15,1,0,14,0
Guadalajara,208,(GDL-141) C. Ruíz de Alarcón/C. Agustín Yáñez,20.66702,-103.37621,(GDL-141) C. Ruíz de Alarcón / C. Agustín Yáñez,Arcos Vallarta,44130,15,0,0,15,0
Guadalajara,209,(GDL-142) C. De la Nebulosa / C. Firmamento,20.6647,-103.38855,(GDL-142) C. De la Nebulosa / C. Firmamento,Jardines del Bosque Norte,44520,15,0,0,15,0
Guadalajara,210,(GDL-143) C. Eclipse / Av. de Los Arcos,20.6625,-103.38407,(GDL-143) C. Eclipse / Av. de Los Arcos,Jardines del Bosque Norte,44520,23,2,2,19,0
Guadalajara,211,(GDL-144) C. Primo Feliciano / C. San Gabriel,20.669931,-103.394307,(GDL-144) C. Primo Feliciano / C. San Gabriel*,Residencial Chapalita,44500,11,0,1,10,0
Guadalajara,212,(GDL-145) C. San Miguel / Av. San Francisco,20.66736,-103.3947,(GDL-145) C. San Miguel / Av. San Francisco,Arcos Sur,44500,19,0,0,19,0
